item_id	item_ttle	item_add1	item_add2
44662851	"Mike's Ice Cream Parlour"	"4930  Allen Rd"	"Zephyrhills, FL 33541"
698235705	"Best Thai Cuisine"	"35354  State Road 54"	"Zephyrhills, FL 33541"
9593069	"New York Deli"	"36946  State Road 54"	"Zephyrhills, FL 33541"
12001094	"Sergio's Restaurant"	"35233  State Road 54"	"Zephyrhills, FL 33541"
44663331	"Rick's Cafe"	"5002  Mission Square Ln"	"Zephyrhills, FL 33542"
64068946	"Third Street Market"	"217 E 3rd St"	"Moscow, ID 83843"
895113939	"Piehole Pizza"	"125 E 2nd St"	"Moscow, ID 83843"
715846687	"Sisters' Brew Coffee House"	"218 S Main St"	"Moscow, ID 83843"
64069881	"New Hong KONG Cafe"	"214 S Main St"	"Moscow, ID 83843"
151994274	"Moscow Bagel & Deli"	"310 S Main St"	"Moscow, ID 83843"
895118207	"A&W Restaurant"	"317 S Main St"	"Moscow, ID"
11138556	"Gnosh At The Red Door"	"215 S Main St"	"Moscow, ID 83843"
712980211	"Henry Guy LLC"	"403 S Main St"	"Moscow, ID 83843"
708296126	"Tokyo Seoul"	"313 S Main St"	"Moscow, ID 83843"
5535451	"Garden Lounge"	"313 S Main St"	"Moscow, ID 83843"
692374695	"Crema Cafe"	"111 N College St"	"Grangeville, ID 83530"
897118495	"Hometown Pizza"	"209 W Main St"	"Grangeville, ID 83530"
45485113	"Seasons Restaurant"	"124 W Main St"	"Grangeville, ID 83530"
715539068	Yummys	"130 W Main St"	"Grangeville, ID 83530"
888853040	"Pizza Factory"	"126 W Main St"	"Grangeville, ID"
13394900	"The Gallery"	"107 W North St"	"Grangeville, ID 83530"
45485110	"Oscar's Restaurant"	"101 E Main St"	"Grangeville, ID 83530"
5869924	"Grangeville Flower & Gift Shoppe"	"523 W Main St"	"Grangeville, ID 83530"
110944938	"The Hong Fa"	"521 W Main St"	"Grangeville, ID 83530"
708200527	"Chartwell School Dining"	"400 S Idaho Ave"	"Grangeville, ID 83530"
45468971	"El Tenampa"	"906 N Main St"	"Meridian, ID 83642"
691905506	"Flatbread Neapolitan Pizzeria"	"830 N Main St, Ste A"	"Meridian, ID 83642"
715846841	"Pie Hole Pizza"	"916 N Main St"	"Meridian, ID 83642"
45468996	"Sunrise Bakery & Cafe"	"805 N Main St"	"Meridian, ID 83642"
683685695	"Ricks Press Room"	"130 E Idaho Ave"	"Meridian, ID 83642"
701456876	"Pie Hole"	"726 N Main St"	"Meridian, ID 83642"
4738661	"Epi's A Basque Restaurant"	"1115 N Main Street"	"Meridian, ID 83642"
895196461	KFC	"677 N Main St"	"Meridian, ID"
713388844	"Johnnys Pizza"	"1526 N Main St"	"Meridian, ID 83642"
45469009	"Vina Vietnamese Restaurant"	"1534 N Main St"	"Meridian, ID 83642"
699116442	"Moxie Java"	"245 S Capitol Blvd"	"Boise, ID 83702"
895475721	Emilio's	"245 S Capitol Blvd"	"Boise, ID 83702"
75895343	"Bar Gernika"	"202 S Capitol Blvd"	"Boise, ID 83702"
1433346	"Bardenay Restaurant & Distillery"	"610 W Grove St"	"Boise, ID 83702"
1000000246637	"Noodle Korea"	"2325 S Apple St"	"Boise, ID 83706"
697837791	"Yoi Tomo Sushi & Grill"	"405 S. Capitol Blvd."	"Boise, ID 83702"
140985470	"Leku Ona"	"117 S 6th St"	"Boise, ID 83702"
715704369	"Tully's Coffee"	"794 W Broad St"	"Boise, ID 83702"
3998279	"Deli At The Grove"	"101 S Capitol Blvd"	"Boise, ID 83702"
142708386	"Proto's Pizza"	"345 S 8th St"	"Boise, ID 83702"
2496948	"Carmine's Steak House"	"20 S 4th St"	"Saint Louis, MO 63102"
8200475	"Lombardo's Trattoria"	"201 S 20th St"	"Saint Louis, MO 63103"
692423685	"Four Seasons Hotel"	"999 N 2nd St"	"Saint Louis, MO 63102"
53403790	"Church's Chicken"	"2615 N Florissant Ave"	"Saint Louis, MO"
53398726	"Vito's Sicilian Pizzeria & Restaurante"	"3515  Lindell Blvd"	"Saint Louis, MO 63103"
53415942	"Lee's Famous Recipe Chicken"	"2629 South Jefferson"	"Saint Louis, MO 63118"
714461630	"King Snappers Fish & Chicken"	"3621  Page Blvd"	"Saint Louis, MO 63113"
714504614	"Pop's Fish and Chicken"	"3354 S Jefferson Ave"	"Saint Louis, MO 63118"
6042042	"H & M Best Fried Fish & Chicken"	"2903  Chippewa St"	"Saint Louis, MO 63118"
710485366	"Pop's Steak Fish & Chicken"	"3651 S Grand Blvd"	"Saint Louis, MO 63118"
90383985	"Zia Maria Restaurant"	"14  Railroad St"	"Canaan, CT 06018"
4304046	"Down the Hatch"	"292 Candlewood Lake Road"	"Brookfield, CT 06804"
2857760	"China Lion"	"8  Market St"	"Lynn, MA 01901"
694843959	Beijing	"50  Essex St"	"Lynn, MA 01902"
160994725	"Wings Chinese Kitchen"	"100  Lynn St"	"Peabody, MA 01960"
6574416	"Hong KONG Express"	"461  Lincoln Ave"	"Saugus, MA 01906"
11692517	"Jade House Restaurant"	"331  Lafayette St"	"Salem, MA 01970"
895102315	"Master Wok"	"1277  Broadway"	"Saugus, MA"
697532879	"Great Wall Restaurant"	"22  Central St"	"Peabody, MA 01960"
1383229	"Bali Hai Restaurant"	"93 Moulton Dr"	"Lynnfield, MA 01940"
704561806	"Great Escape Restaurant"	"50  Saint Peter St"	"Salem, MA 01970"
18515250	"China Garden"	"750  Washington Ave"	"Revere, MA 02151"
1000000274853	"Trail Lake Lodge"	"Mile 29.5 Seward Hwy"	"Moose Pass, AK 99631"
66120905	"Paradisos Restaurant"	"811  Frontage Rd"	"Kenai, AK 99611"
895642423	"Paradisos Restaurant"	"815  Frontage Rd"	"Kenai, AK 99611"
689827901	"Davis & Sons Pit BBQ"	"11440  Kenai Spur Hwy"	"Kenai, AK 99611"
895098082	"The Burger Bus"	"912  Highland Ave"	"Kenai, AK 99611"
895379728	"Coffee Time Expresso"	"11535  Kenai Spur Hwy"	"Kenai, AK 99611"
895320145	"The Espresso Barn"	"204 S Willow St"	"Kenai, AK 99611"
686366087	"Don Jose's Mexican Restaurant"	"205 S Willow St"	"Kenai, AK 99611"
38717540	"New Peking Chinese Restaurant"	"145 S Willow St"	"Kenai, AK 99611"
888990805	"Charlotte's Restaurant"	"115 S Willow St, Ste 102"	"Kenai, AK 99611"
38717048	"Thai Town"	"106 S Willow St, Ste 2"	"Kenai, AK 99611"
697621417	"Rocky Rococo Pan-Style Pizza & Pasta"	"8300 W Brown Deer Rd"	"Milwaukee, WI 53223"
713356194	"Papa John's Pizza"	"7979 N Sherman Blvd"	"Milwaukee, WI 53209"
4245986	"Domino's Pizza"	"7613 W Good Hope Rd"	"Milwaukee, WI 53223"
6987761	"J & J Fish & Chicken"	"6610 N 76th St"	"Milwaukee, WI 53223"
704318563	"Domino's Pizza"	"6918 N Teutonia Ave"	"Milwaukee, WI 53209"
694141107	Aramark	"6400 W Enterprise Dr"	"Mequon, WI 53092"
712323692	"Spartan Gyros Inc"	"6309 N 76th St"	"Milwaukee, WI 53218"
65023237	"Black Kettle"	"8660 N 107th St"	"Milwaukee, WI 53224"
897703447	"Feista Mexican Restaurant"	"1100 N Hickory Blvd"	"Pleasant Hill, IA 50327"
48772553	Azteca	"1100 N Hickory Blvd, Ste 203"	"Pleasant Hill, IA 50327"
48759381	"Tequila Restaurante & Cantina"	"2824  Easton Blvd"	"Des Moines, IA 50317"
895554354	"Centinela Mexican Restaurant"	"3160 8th St SW"	"Altoona, IA 50009"
897207337	"Pancheros Mexican Grill"	"3580  8th St SW"	"Altoona, IA 50009"
889592988	"Taco Bell"	"2517  Hubbell Ave"	"Des Moines, IA 50317"
134145045	"Monterrey Mexican Restaurant"	"550  36th Ave SW"	"Altoona, IA 50009"
13156376	"Tasty Tacos"	"2900 E Euclid Ave"	"Des Moines, IA 50317"
691974621	"Taqueria Jalisco"	"1704 E Grand Ave"	"Des Moines, IA 50316"
895221297	"Tasty Tacos"	"2401  Delaware Ave"	"Des Moines, IA 50317"
148184551	"Taco Hut Restaurant"	"207 E 3rd St"	"Jamestown, NY 14701"
147577819	"Taco Hut Restaurant"	"203 E 3rd St"	"Jamestown, NY 14701"
895306195	"Taco Bell"	"270 E Fairmount Ave"	"Lakewood, NY 14750"
706982274	"El Azteca"	"12 W Fairmount Ave"	"Lakewood, NY 14750"
895283841	"Larry's Cantina"	"11 N Portage St"	"Westfield, NY 14787"
55486661	"Taco Bell"	"10517  Bennett Rd"	"Dunkirk, NY 14048"
692708279	"Azteca Mexican Restaurant"	"3955  Vineyard Dr"	"Dunkirk, NY 14048"
713114759	Amatos	"260  Mechanic St"	"Lebanon, NH 03766"
54130107	"China Station"	"410  Miracle Mile, Ste 5"	"Lebanon, NH 03766"
54132755	"Guzanoz Mexican Restaurant"	"410  Miracle Mile"	"Lebanon, NH 03766"
689333409	"Jake's Coffee Company"	"227  Mechanic St"	"Lebanon, NH 03766"
695765841	"Weathervane Seafood Restaurant & Market"	"263  Plainfield Rd"	"West Lebanon, NH"
14661288	Subway	"48  Glen Rd"	"West Lebanon, NH"
889886284	"Lou's Restaurant"	"30  Main St"	"West Lebanon, NH 03784"
889678664	"Shyrl's Diner"	"31  Main St"	"West Lebanon, NH 03784"
151137568	"Jake's Deli"	"119  Mechanic St"	"Lebanon, NH 03766"
63147817	"Jesse's Tortilla Factory"	"1226  Webster Ave"	"Waco, TX 76706"
714567771	"Tortilleria Bustos"	"1201 N 25th St"	"Waco, TX 76707"
709962325	"Tres Mexican Restaurant"	"723 S 6th St"	"Waco, TX 76706"
897636047	"Torchys Tacos"	"801 S 5th St"	"Waco, TX 76706"
13104056	"Taco Bell"	"824 S 6th St"	"Waco, TX"
63145142	"Ninfa's Restaurant"	"215  Mary Ave"	"Waco, TX 76701"
6331830	"Azteca Mexican Restaurant"	"3302  Franklin Ave"	"Waco, TX 76710"
63147701	"Taqueria Arandas"	"1500 S 18th St"	"Waco, TX 76706"
702418616	"Mexican Taco"	"2021  Speight Ave"	"Waco, TX 76706"
710255154	"Jimmy John's"	"1139  Addison Ave E"	"Twin Falls, ID"
708006616	"Papa Bright's"	"228  Blue Lakes Blvd N"	"Twin Falls, ID 83301"
7116700	Java	"228  Blue Lakes Blvd N, Ste 3"	"Twin Falls, ID 83301"
2208478	"Burger Stop"	"1335  Addison Ave E"	"Twin Falls, ID 83301"
91773336	"Rolberto's Mexican Food"	"275  Blue Lakes Blvd N"	"Twin Falls, ID 83301"
704238821	McDonald's	"305  Blue Lakes Blvd N"	"Twin Falls, ID"
2206320	"Burger King"	"360  Blue Lakes Blvd N"	"Twin Falls, ID"
45526905	Arby's	"424 Blue Lakes Blvd N"	"Twin Falls, ID"
710263840	Saucy	"1703  Addison Ave E"	"Twin Falls, ID 83301"
136636010	"Moxie Java Tuscany"	"430  Blue Lakes Blvd N"	"Twin Falls, ID 83301"
890139046	"US Foodservice"		"Miles City, MT 59301"
715792207	Subway	"300  Roger Ln"	"Miles City, MT"
895135604	"Seabeck Pizza"	"215 S Lake Ave"	"Miles City, MT 59301"
9322122	"Mudds & Suds"	"918  Bridge St"	"Miles City, MT 59301"
895106820	"Mudds & Suds"	"928  Bridge St"	"Miles City, MT 59301"
139733137	"Kafe Utza"	"19 S 9th St"	"Miles City, MT 59301"
698855931	"Main Street Grind"	"713  Main St"	"Miles City, MT 59301"
89016403	"Cellar Casino"	"719  Main St"	"Miles City, MT 59301"
53696527	"Montana Bar"	"612  Main St"	"Miles City, MT 59301"
149787815	"Mama Stella's Pizza"	"607  Main St"	"Miles City, MT 59301"
49107726	"Caney Kitchen"	"610 N Mcgee St"	"Caney, KS 67333"
713006874	Eggbert's	"610 N Mcgee St"	"Caney, KS 67333"
22666951	"Pizza Hut"	"403 N Mcgee St"	"Caney, KS 67333"
704387522	"Sonic Drive-In"	"223 E Rose Ave"	"Caney, KS 67333"
150036692	"Little Gunny Sack"	"116 N Mcgee St"	"Caney, KS 67333"
2565804	"Casey's General Store"	"101 N Mcgee St"	"Caney, KS 67333"
889645974	"Big G's"	"100 S Mcgee St"	"Caney, KS 67333"
713562301	Subway	"204 S Mcgee St"	"Caney, KS 67333"
897946402	Subway	"208 S Mcgee St"	"Caney, KS 67333"
710054277	"Sunflower Soda Fountain"	"130 W 9th St"	"Coffeyville, KS 67337"
712651200	"Cielito Lindo"	"228 W 9th St, Ste 1"	"Coffeyville, KS 67337"
65999876	"Tavern On The Plaza"	"902  Walnut St"	"Coffeyville, KS 67337"
9002353	"Lanning's Catering & Cafe"	"111 W 9th St"	"Coffeyville, KS 67337"
715912955	Utopia	"206 W 10th St"	"Coffeyville, KS 67337"
692417052	"Ross's BBQ Restaurant"	"304 E 8th St"	"Coffeyville, KS 67337"
895984864	"The Southern Supper Club"	"822  Willow St"	"Coffeyville, KS 67337"
685916697	"Super 8 Motel"	"104 W 11th St"	"Coffeyville, KS"
12226681	"Sirloin Stockade"	"104 W 11th St"	"Coffeyville, KS 67337"
150036781	KFC	"215 W 11th St"	"Coffeyville, KS"
690293519	"The Coffee Cottage"	"1115 N Spokane St"	"Post Falls, ID 83854"
703012117	Subway	"105 W Seltice Way"	"Post Falls, ID"
35968743	"Golden Dragon"	"106 W Seltice Way"	"Post Falls, ID 83854"
895401734	"Rob's Seafoods & Burgers"	"104 W Seltice Way"	"Post Falls, ID 83854"
13576350	"The White House Grill"	"712 N Spokane St"	"Post Falls, ID 83854"
21534965	"Down The Street"	"203 E Seltice Way"	"Post Falls, ID 83854"
715432140	"Postfalls Coffee Co."	"621 N Spokane St"	"Post Falls, ID 83854"
704238213	"Domino's Pizza"	"112 E Seltice Way"	"Post Falls, ID"
87246571	"Gw Hunters Restaurant Steak House"	"615 N Spokane St"	"Post Falls, ID 83854"
697667978	"Famous Willies Barbecue"	"107 E 7th Ave"	"Post Falls, ID 83854"
710781433	"Razzles Bar & Grill"	"10325 N Government Way"	"Hayden, ID 83835"
714030448	"Jitterz Espresso"	"167 W Miles Ave"	"Hayden, ID 83835"
895069222	"The Blue Plate Cafe"	"10015 N Government Way"	"Hayden, ID 83835"
10256570	"Paupau's Kitchen"	"9751 N Government Way"	"Hayden, ID 83835"
15106059	"Yellow House"	"11068 N Government Way"	"Hayden, ID 83835"
715473996	"Capones Pub and Grill"	"9520 N Government Way"	"Hayden, ID 83835"
88728276	"Zip's Drive In"	"9310 N Government Way"	"Hayden, ID 83835"
704238967	KFC	"279 W Orchard Ave"	"Hayden, ID"
87275859	"Owl Cafe"	"9178 N Government Way"	"Hayden, ID 83835"
88728202	"Sargents Restaurant & Lounge"	"9021 N Government Way"	"Hayden, ID 83835"
895335813	"Pizza Dans"	"244  Main St"	"Middleport, OH 45760"
58156408	"The Corner Restaurants LLC"	"308 S 3rd Ave"	"Middleport, OH 45760"
698916211	"Harry's Hot Dog & Ice Cream"	"209 S 5th Ave"	"Middleport, OH 45760"
9047992	"Millie's Restaurant"	"39239  Bradbury Rd"	"Middleport, OH 45760"
698483853	"Do Drop In"	"410 N Center Ave"	"Hardin, MT 59034"
153731868	"Centre Cinema & Video"	"318 N Center Ave"	"Hardin, MT 59034"
691952810	"3 Brothers Pizza 3"	"316 N Center Ave"	"Hardin, MT 59034"
709019877	"Oh's Bakery and Cafe"	"305 N Center Ave"	"Hardin, MT 59034"
715200487	"La Chalupa Mexican Restaurant"	"317 N Center Ave"	"Hardin, MT 59034"
895379990	"Sal's Diner"	"221 N Center Ave"	"Hardin, MT 59034"
53604017	"Little Big Men"	"605 N Center Ave"	"Hardin, MT 59034"
53603938	"Lariat Country Kitchen"	"721 N Center Ave"	"Hardin, MT 59034"
683778441	Mojoes	"829  3rd St W"	"Hardin, MT 59034"
704308034	McDonald's	"1225 N Crawford Ave"	"Hardin, MT"
28043753	"Joe's Bakery & Coffee Shop"	"2305 E 7th St"	"Austin, TX 78702"
13143145	"Taqueria Arandas"	"2129 E 7th St"	"Austin, TX 78702"
61490087	"Azteca Mexican Restaurant"	"2600 E 7th St"	"Austin, TX 78702"
702877106	"Rio S Brazilian Cafe"	"408 N Pleasant Valley Rd"	"Austin, TX 78702"
690890507	"Marcelino Pan Y Vino"	"901  Tillery St"	"Austin, TX 78702"
7324971	"Juan In A Million"	"2300 E Cesar Chavez St"	"Austin, TX 78702"
693750105	"Angie's Mexican Restaurant"	"1307 E 7th St"	"Austin, TX 78702"
61490030	"Chapala Taqueria"	"2101 E Cesar Chavez St"	"Austin, TX 78702"
897728242	"Licha's Cantina"	"1306 E 6th St"	"Austin, TX 78702"
888821400	"La Cazuela's Mexican Rest"	"1701 E Cesar Chavez St, Ste A"	"Austin, TX 78702"
896500738	Modmarket	"3475 S University Blvd, Unit A"	"Englewood, CO 80113"
895643632	"Patxis Pizza"	"3455 S University Blvd"	"Englewood, CO 80113"
703924216	"Wellshire Inn"	"3333 S Colorado Blvd"	"Denver, CO 80222"
713843114	"South Philly Cheese Steaks"	"1400 E Hampden Ave"	"Englewood, CO 80113"
135990700	"Caribou Coffee"	"1400 E Hampden Ave, Ste 150"	"Englewood, CO 80113"
699132915	"Pino's Neightborhood Pizzeria and Wine B"	"1400 E Hampden Ave, Ste 140"	"Englewood, CO 80113"
140460793	"Undici Ristorante"	"1200 E Hampden Ave"	"Englewood, CO 80113"
24233689	"Bangkok Cafe"	"1225 E Hampden Ave"	"Englewood, CO 80113"
111021452	"Jamba Juice"	"901 W Hampden Ave, Unit 100"	"Englewood, CO 80110"
704273710	"Tokyo Joe's"	"901 W Hampden Ave, Unit 104"	"Englewood, CO 80110"
690352709	"Seaford Federal Credit Union"	"30650  Dupont Blvd"	"Dagsboro, DE 19939"
685583682	"Bayside Seafood And Produce"	"28537  Sussex Hwy"	"Laurel, DE 19956"
50361500	"Harbor House Seafood"	"504  Bridgeville Hwy"	"Seaford, DE 19973"
160125929	"Sparkie's Seafood Shanty"	"32368  Long Neck Rd"	"Millsboro, DE 19966"
697120707	"P & N Seaford Mart Inc"	"701 W Stein Hwy"	"Seaford, DE 19973"
7201878	"Jimmy Lynn's Seafood"	"18226  Coastal Hwy"	"Lewes, DE 19958"
713806574	"Hooked Seafood And Martini Bar"	"18585  Coastal Hwy"	"Rehoboth Beach, DE 19971"
156626136	"Donald Culver"	"34792  Long Neck Rd"	"Millsboro, DE 19966"
148359648	"Jerry's Seafood"	"108  2nd St, Ste 1"	"Lewes, DE 19958"
43045964	"Outback Steakhouse"	"19917 Sea Blossom Blvd"	"Rehoboth Beach, DE 19971"
50842037	"Magic Wok"	"1512  Dorchester Ave"	"Dorchester, MA 02122"
50842047	"China Kitchen"	"312  Bowdoin St"	"Dorchester, MA 02122"
13406876	"Great Wok Restaurants"	"1284  Massachusetts Ave"	"Dorchester, MA 02125"
113974571	"Nanning Wok"	"465 W Broadway"	"Boston, MA 02127"
50839696	"New China Restaurant"	"869  Harrison Ave"	"Boston, MA 02118"
12953553	"Sunrise Chinese Food"	"1031  Tremont St"	"Roxbury Crossing, MA 02120"
5907422	"Super Fusion Express"	"777  Centre St"	"Jamaica Plain, MA 02130"
2861406	"Chinese Chef Training Program"	"244  Harrison Ave"	"Boston, MA 02111"
685056800	"P.F. Chang's"	"800 Boylston St."	"Boston, MA 02199"
706851080	"Great Wall Kitchen Supply"	"38  Kneeland St"	"Boston, MA 02111"
50883704	"Golden Temple"	"1651  Beacon St"	"Brookline, MA 2445"
1000000067902	"The Great Wall Restaurant"	"309 Great Rd, # B"	"Bedford, MA 01730"
2859740	"China Villa of Middleton"	"239 Maple St"	"Middleton, MA 01949"
15061406	"WU Loon Ming Restaurant"	"8 Chelmsford Rd"	"North Billerica, MA 01862"
715881674	"S & S Seafood Center"	"816  Saint Johns Ave"	"Palatka, FL 32177"
689035416	Bradley's	"909 N State Road 19"	"Palatka, FL 32177"
714475436	"Blue Water Bay"	"131  Crystal Cove Dr"	"Palatka, FL 32177"
9982135	"Oriental Express"	"133 E Main St"	"Stanton, MI 48888"
702608667	"China Kitchen"	"5150  Northland Dr NE, Ste L"	"Grand Rapids, MI 49525"
711903115	"P.F. Chang's"	"2065 E Beltline Avenue"	"Grand Rapids, MI 49525"
711881304	"P.F. Chang's China Bistro"	"2090  Celebration Dr NE"	"Grand Rapids, MI 49525"
51750339	"Golden Wok"	"1971 E Beltline Ave NE, Ste 124"	"Grand Rapids, MI 49525"
5002882	"Fast Wok"	"3912  Plainfield Ave NE"	"Grand Rapids, MI 49525"
896354545	"First Wok Chinese Restaurant"	"6740  28th St SE"	"Grand Rapids, MI 49546"
149560405	"First Wok Chinese Restaurant"	"6740  Old 28th St SE"	"Grand Rapids, MI 49546"
699218907	"Rice Wok Chinese Restaurant"	"3150  Plainfield Ave NE, Ste G"	"Grand Rapids, MI 49525"
2860141	"China Wok"	"27 E Hinckley Ave"	"Ridley Park, PA 19078"
690925360	"Great Wall Chinese Restaurant"	"138  Morton Ave"	"Folsom, PA 19033"
895379975	"Ming's Garden Inc"	"1566  Chester Pike"	"Crum Lynne, PA 19022"
702795493	"Hong Kong Chinese Restaurant"	"326  Chester Pike"	"Norwood, PA 19074"
10136250	"Panda House Restaurant"	"1936  Macdade Blvd"	"Woodlyn, PA 19094"
6171527	"Happy Wok"	"607 S Chester Rd"	"Swarthmore, PA 19081"
895230257	"Hong KONG Chinese Restaurant"	"326 S Chester Pike"	"Glenolden, PA 19036"
683963493	"Pei Wei"	"950 Baltimore Pike"	"Springfield, PA 19064"
112378922	"New China Restaurant"	"1207  Macdade Blvd, Ste 6"	"Darby, PA 19023"
82220119	"The Courtyard Coffeehouse"	"107 E Main St"	"Salem, IL 62881"
714081103	"Salem Mamma Antonias Inc"	"114 W Main St"	"Salem, IL 62881"
47959585	"Mama Antonia Trattoria Pizzeria"	"114 W Main St"	"Salem, IL 62881"
8155626	"Little Tulsa Cafe"	"108 N Walnut St"	"Salem, IL 62881"
6180450	Hardee's	"501 W Main St"	"Salem, IL"
158377817	"Depot Lounge & Supper Club"	"1001 E Main St"	"Salem, IL 62881"
112562186	"Casey's General Store"	"1203 S Broadway Ave"	"Salem, IL"
689394826	"Sharon's Cafe"	"14  Salem Business Ctr S"	"Salem, IL 62881"
47947844	"Long John Silver's Seafood"	"1207 W Main St"	"Salem, IL"
68302739	"Lin's China Buffet"	"1447 W Whittaker St"	"Salem, IL 62881"
151629870	"Village Garden"	"1517 W Main St"	"Salem, IL 62881"
983654	Applebee's	"117  Woods Ln"	"Salem, IL"
706351963	"3rd Base"	"512 N George St"	"York, PA 17404"
711960110	"Azteca Mexican Grill"	"909 Grantley Rd"	"York, PA 17403"
699076894	"Crimson American Grill"	"1839 S Queen St"	"York, PA 17403"
12414659	"South York Diner"	"2149 S Queen St"	"York, PA 17403"
110491805	"Heritage Hills Golf Resort & Conference "	"2700  Mount Rose Ave"	"York, PA 17402"
139674652	"Tailgaters Grille & Drafthouse"	"204 Saint Charles Way"	"York, PA 17402"
1000000226284	Arby's	"2600 Keyway Dr"	"York, PA 17402"
896451094	"Kusty's Corner Cafe LLC"	"2535 S Queen St"	"York, PA 17402"
140698088	"Panda Express"	"2190  Barranca Pkwy"	"Irvine, CA"
896787599	"Great Wall Restaurant"	"3765  Peters Mountain Rd"	"Halifax, PA 17032"
133155412	"Hong Kong Express"	"1609  State Rd, Ste 103"	"Duncannon, PA 17020"
72524517	"China Wok Restaurant"	"1031 N Mountain Rd"	"Harrisburg, PA 17112"
148253021	"Golden Wok"	"700  Colonial Rd"	"Harrisburg, PA 17112"
59642865	"Happy Chinese Kitchen"	"5074  Jonestown Rd"	"Harrisburg, PA 17112"
684681377	"Happy Chinese Kitchen"	"310 E Penn Dr"	"Enola, PA 17025"
5907830	"The Great Wall Restaurant"	"3852  Union Deposit Rd"	"Harrisburg, PA 17109"
9544990	"New China Express"	"3877  Union Deposit Rd"	"Harrisburg, PA 17109"
897755072	"China Garden"	"7725  Front Beach Rd"	"Panama City Beach, FL 32407"
44133105	"China Wok Panama City"	"3102 W 23rd St"	"Panama City, FL 32405"
44138734	"China Wok"	"2310 S Highway 77, Ste 120"	"Lynn Haven, FL 32444"
2877573	"Chop Stix"	"4942  Us Highway 98  W, Ste 7"	"Santa Rosa Beach, FL 32459"
896329142	"Edmonds Diner"	"6922  Mccartney Rd"	"Lowellville, OH 44436"
714510613	"Mels Diner"	"6922  Mccartney Rd"	"Lowellville, OH 44436"
706523243	"Rocco's Stateline Diner"	"6922  Mccartney Rd"	"Lowellville, OH 44436"
895088975	"Town and Country Lounge"	"2550  Benjamin Franklin Hwy"	"Edinburg, PA 16116"
895418945	"Steakhouse Newcastle LLC"	"1520  Old Youngstown Rd"	"New Castle, PA 16101"
60175613	"Joseph's Bar & Grill"	"3807  New Castle Rd"	"Pulaski, PA 16143"
60175410	Subway	"961  State Route 18"	"New Wilmington, PA 16142"
13979191	"Tuscany Square Ristorante"	"3470  Wilmington Rd"	"New Castle, PA 16105"
695819739	"Pizzas By Marchelloni"	"9  Short St"	"West Middlesex, PA 16159"
27885644	"Carchedi's Restaurant"	"30 E Water St"	"Lowellville, OH 44436"
3536207	"Knoll Run Golf Course"	"1421  Struthers Coitsville Rd"	"Lowellville, OH 44436"
697430488	"Bogey's Bar and Grill"	"3535  Upland Rd"	"Lowellville, OH 44436"
684470984	"V & J Center Foods"	"161  Lowellville Rd"	"Struthers, OH 44471"
149325850	"Morgan Oil"	"127  Lowellville Rd"	"Struthers, OH 44471"
140645811	Selah	"130 S Bridge St"	"Struthers, OH 44471"
111063676	"Donavito's Italian Grille"	"139 S Bridge St"	"Struthers, OH 44471"
13102445	"Taco Bell"	"1525 E Alexis Rd"	"Toledo, OH 43612"
141587942	"Taco Bell"	"1244 W Alexis Rd"	"Toledo, OH 43612"
701993372	"Taco Bell"	"1220 W Alexis Rd"	"Toledo, OH 43612"
895493313	"San Marco Mexican Restaurant"	"2060 W Laskey Rd"	"Toledo, OH 43613"
8540930	"Mo-Fish & Seafood Market II"	"600 S Market St"	"Lancaster, SC 29720"
50983260	"Yen Yen Chinese Restaurant"	"42 Pearson Blvd"	"Gardner, MA 01440"
85009276	"Wok Inn"	"154  Main St"	"Rutland, MA 01543"
50984776	"Lucky Dragon"	"222  Baldwinville State Rd"	"Winchendon, MA 01475"
895255731	"Wok Inn"	"154 W Main St"	"West Brookfield, MA 01585"
895188049	"Wok Express"	"11  Main St"	"Belchertown, MA 01007"
689967132	"Green Tea"	"7  Village Sq"	"Westminster, MA 01473"
136175412	"Lucky Dragon 2"	"2 S Pleasant St"	"Ashburnham, MA 01430"
5413462	"Friend's Garden Chinese Restaurant"	"56  Central St"	"Winchendon, MA 01475"
51361356	"Wong Dynasty Chinese Restaurant"	"176 Reservoir St # 31"	"Holden, MA 01520"
898361379	"Wong Dynasty Chinese Restaurant"	"176  Reservoir St, # 31"	"Holden, MA 01520"
685201011	"Lin Garden"	"1004 W Georgia Rd"	"Simpsonville, SC 29680"
5907776	"Great Wall Restaurant"	"401  Miller Rd"	"Greenville, SC 29607"
60605368	"Hong Kong Restaurant"	"3512  Highway 153"	"Greenville, SC 29611"
697466848	"Hibachi House"	"655  Fairview Rd, Ste G"	"Simpsonville, SC 29680"
20051547	"Dragon Den Chinese Restaurant Of Simpson"	"621  Fairview Rd, Ste N"	"Simpsonville, SC 29680"
9656091	"No 1 China"	"2600  Anderson Rd"	"Greenville, SC 29611"
2737377	"Chang An Kitchen LLC"	"685 SE Main St"	"Simpsonville, SC 29681"
10101653	"Pagoda Chinese Restaurant"	"529 W Main St"	"Williamston, SC 29697"
111444616	"First Wok"	"1152  Pendleton St"	"Greenville, SC 29601"
143722464	"P.F. Chang's"	"1127 Woodruff Rd."	"Greenville, SC 29607"
50077836	"Augusta Seafood Inc"	"2002 N Belfast Ave"	"Augusta, ME 04330"
151881660	Hatties	"75  Airport Rd"	"Augusta, ME 04330"
